date,open,high,low,close,adjclose,volume
2016-02-09,94.29,95.94,93.93,94.99,89.036,44282560
2016-02-10,95.92,96.35,94.1,94.27,88.361,42288790
2016-02-11,93.79,94.72,92.59,93.7,87.827,49979700
2016-02-12,94.19,94.5,93.01,93.99,88.099,40323020
2016-02-16,95.02,96.85,94.61,96.64,90.582,48032600
2016-02-17,96.67,98.21,96.15,98.12,91.97,44811800
2016-02-18,98.84,98.89,96.091,96.26,90.226,38866100
2016-02-19,96,96.76,95.8,96.04,90.02,35290570
2016-02-22,96.31,96.9,95.92,96.88,90.807,34240470
2016-02-23,96.4,96.5,94.55,94.69,88.755,31851180
2016-02-24,93.98,96.38,93.32,96.1,90.076,36192150
2016-02-25,96.05,96.76,95.25,96.76,90.695,27526040
2016-02-26,97.2,98.024,96.58,96.91,90.835,28949760
2016-02-29,96.86,98.23,96.65,96.69,90.629,35131460
2016-03-01,97.65,100.77,97.42,100.53,94.229,50303500
2016-03-02,100.51,100.89,99.64,100.75,94.435,33136130
2016-03-03,100.58,101.71,100.45,101.5,95.138,36884490
2016-03-04,102.37,103.75,101.37,103.01,96.553,46026600
2016-03-07,102.39,102.83,100.96,101.87,95.485,35890740
2016-03-08,100.78,101.76,100.4,101.03,94.697,31538710
2016-03-09,101.31,101.58,100.27,101.12,94.782,27148530
2016-03-10,101.41,102.24,100.15,101.17,94.829,33490630
2016-03-11,102.24,102.28,101.5,102.26,95.85,27408237
2016-03-14,101.91,102.91,101.78,102.52,96.094,25058280
2016-03-15,103.96,105.18,103.85,104.58,98.025,40026250
2016-03-16,104.61,106.31,104.59,105.97,99.328,38236730
2016-03-17,105.52,106.47,104.96,105.8,99.168,34394830
2016-03-18,106.34,106.5,105.19,105.92,99.281,43607120
2016-03-21,105.93,107.65,105.14,105.91,99.271,35454230
2016-03-22,105.25,107.29,105.21,106.72,100.031,32345430
2016-03-23,106.48,107.07,105.9,106.13,99.478,25686350
2016-03-24,105.47,106.25,104.89,105.67,99.046,25568350
2016-03-28,106,106.19,105.06,105.19,98.597,19303557
2016-03-29,104.89,107.79,104.88,107.68,100.93,30774115
2016-03-30,108.65,110.42,108.6,109.56,102.693,45159861
2016-03-31,109.72,109.9,108.88,108.99,102.158,25685672
2016-04-01,108.78,110,108.2,109.99,103.096,25626163
2016-04-04,110.42,112.19,110.27,111.12,104.155,37356204
2016-04-05,109.51,110.73,109.42,109.81,102.927,26572347
2016-04-06,110.23,110.98,109.2,110.96,104.005,26397698
2016-04-07,109.95,110.42,108.121,108.54,101.737,31801870
2016-04-08,108.91,109.77,108.17,108.66,101.849,23565670
2016-04-11,108.97,110.61,108.83,109.02,102.186,29388487
2016-04-12,109.34,110.5,108.66,110.44,103.517,27214777
2016-04-13,110.8,112.34,110.8,112.04,105.017,33248644
2016-04-14,111.62,112.39,111.33,112.1,105.073,25471488
2016-04-15,112.11,112.3,109.73,109.85,102.964,46922288
2016-04-18,108.89,108.95,106.94,107.48,100.743,60816411
2016-04-19,107.88,108,106.23,106.91,100.209,32379266
2016-04-20,106.64,108.09,106.06,107.13,100.415,30611030
2016-04-21,106.93,106.93,105.52,105.97,99.328,31533118
2016-04-22,105.01,106.48,104.62,105.68,99.056,33682371
2016-04-25,105,105.65,104.51,105.08,98.493,28022448
2016-04-26,103.91,105.3,103.91,104.35,97.809,52979780
2016-04-27,96,98.71,95.68,97.82,91.689,114592392
2016-04-28,97.61,97.88,94.25,94.83,88.886,82242685
2016-04-29,93.99,94.72,92.51,93.74,87.864,68528853
2016-05-02,93.965,94.08,92.4,93.64,87.77,48146310
2016-05-03,94.2,95.74,93.68,95.18,89.214,56827578
2016-05-04,95.2,95.9,93.82,94.19,88.286,41023334
2016-05-05,94,94.07,92.68,93.24,87.928,35883078
2016-05-06,93.37,93.45,91.85,92.72,87.437,43694121
2016-05-09,93,93.77,92.59,92.79,87.503,32936436
2016-05-10,93.33,93.57,92.11,93.42,88.097,33686836
2016-05-11,93.48,93.57,92.46,92.51,87.239,28719109
2016-05-12,92.72,92.78,89.47,90.34,85.193,76314690
2016-05-13,90,91.67,90,90.52,85.363,44392765
2016-05-16,92.39,94.39,91.65,93.88,88.531,61253170
2016-05-17,94.55,94.7,93.01,93.49,88.163,46907330
2016-05-18,94.16,95.21,93.89,94.56,89.172,42060891
2016-05-19,94.64,94.64,93.57,94.2,88.833,30439812
2016-05-20,94.64,95.43,94.52,95.22,89.795,32021834
2016-05-23,95.87,97.19,95.67,96.43,90.936,38018643
2016-05-24,97.22,98.09,96.84,97.9,92.322,35129568
2016-05-25,98.67,99.74,98.11,99.62,93.944,38642108
2016-05-26,99.68,100.73,98.64,100.41,94.689,56331159
2016-05-27,99.44,100.47,99.245,100.35,94.633,36341240
2016-05-31,99.6,100.4,98.82,99.86,94.171,42268040
2016-06-01,99.02,99.54,98.33,98.46,92.85,29169465
2016-06-02,97.6,97.84,96.63,97.72,92.152,40189094
2016-06-03,97.79,98.27,97.45,97.92,92.341,28504888
2016-06-06,97.99,101.89,97.55,98.63,93.011,23291470
2016-06-07,99.25,99.87,98.96,99.03,93.388,22402694
2016-06-08,99.02,99.56,98.68,98.94,93.303,20836663
2016-06-09,98.5,99.99,98.46,99.65,93.972,26601354
2016-06-10,98.53,99.346,98.48,98.83,93.199,31712936
2016-06-13,98.69,99.12,97.1,97.34,91.794,38013077
2016-06-14,97.32,98.475,96.75,97.46,91.907,31927775
2016-06-15,97.82,98.41,97.03,97.14,91.606,29373050
2016-06-16,96.45,97.75,96.07,97.55,91.992,31313085
2016-06-17,96.62,96.65,95.3,95.33,89.899,60992551
2016-06-20,96,96.57,95.03,95.1,89.682,34411901
2016-06-21,94.94,96.35,94.676,95.91,90.446,35537819
2016-06-22,96.25,96.89,95.35,95.55,90.106,29219122
2016-06-23,95.94,96.29,95.25,96.1,90.625,32236127
2016-06-24,92.91,94.655,92.65,93.4,88.079,75311356
2016-06-27,93,93.05,91.5,92.04,86.796,46616293
2016-06-28,92.9,93.66,92.14,93.59,88.258,40387960
2016-06-29,93.97,94.55,93.63,94.4,89.022,36526424
2016-06-30,94.44,95.77,94.3,95.6,90.153,35833256
2016-07-01,95.49,96.465,95.33,95.89,90.427,26026540
2016-07-05,95.39,95.4,94.46,94.99,89.578,27696495
2016-07-06,94.6,95.66,94.37,95.53,90.087,30945605
2016-07-07,95.7,96.5,95.62,95.94,90.474,25135709
2016-07-08,96.49,96.89,96.05,96.68,91.172,28910825
2016-07-11,96.75,97.65,96.73,96.98,91.455,23792205
2016-07-12,97.17,97.7,97.12,97.42,91.87,24165818
2016-07-13,97.41,97.67,96.84,96.87,91.351,25888776
2016-07-14,97.39,98.99,97.32,98.79,93.162,38885980
2016-07-15,98.92,99.3,98.5,98.78,93.152,30031410
2016-07-18,98.7,100.13,98.6,99.83,94.142,36492781
2016-07-19,99.56,100,99.34,99.87,94.18,23775703
2016-07-20,100,100.46,99.735,99.96,94.265,26271986
2016-07-21,99.83,101,99.13,99.43,93.765,32700043
2016-07-22,99.26,99.3,98.31,98.66,93.039,28218240
2016-07-25,98.25,98.84,96.92,97.34,91.794,40349074
2016-07-26,96.82,97.97,96.42,96.67,91.162,56239822
2016-07-27,104.265,104.35,102.75,102.95,97.085,92319946
2016-07-28,102.83,104.45,102.82,104.34,98.395,39853098
2016-07-29,104.19,104.55,103.68,104.21,98.273,27697970
2016-08-01,104.41,106.15,104.41,106.05,100.008,38150962
2016-08-02,106.05,106.07,104,104.48,98.527,33813836
2016-08-03,104.81,105.84,104.77,105.79,99.763,30188530
2016-08-04,105.58,106,105.28,105.87,100.379,27400537
2016-08-05,106.27,107.65,106.18,107.48,101.905,40537974
2016-08-08,107.52,108.37,107.16,108.37,102.749,28034320
2016-08-09,108.23,108.94,108.01,108.81,103.166,26315204
2016-08-10,108.71,108.9,107.76,108,102.398,24005527
2016-08-11,108.52,108.93,107.85,107.93,102.332,27484506
2016-08-12,107.78,108.44,107.78,108.18,102.569,18648700
2016-08-15,108.14,109.54,108.08,109.48,103.802,25850904
2016-08-16,109.63,110.23,109.21,109.38,103.707,33787467
2016-08-17,109.1,109.37,108.34,109.22,103.555,25355545
2016-08-18,109.23,109.6,109.02,109.08,103.422,21982525
2016-08-19,108.77,109.69,108.36,109.36,103.688,25365466
2016-08-22,108.86,109.1,107.85,108.51,102.882,25811542
2016-08-23,108.59,109.32,108.53,108.85,103.204,21255958
2016-08-24,108.565,108.75,107.68,108.03,102.427,23672339
2016-08-25,107.39,107.88,106.68,107.57,101.991,25083976
2016-08-26,107.41,107.95,106.31,106.94,101.393,27744300
2016-08-29,106.62,107.44,106.29,106.82,101.28,24967711
2016-08-30,105.8,106.5,105.5,106,100.502,24861870
2016-08-31,105.66,106.57,105.64,106.1,100.597,29657960
2016-09-01,106.14,106.8,105.62,106.73,101.194,26696086
2016-09-02,107.7,108,106.82,107.73,102.142,26801179
2016-09-06,107.9,108.3,107.51,107.7,102.114,26859997
2016-09-07,107.83,108.76,107.07,108.36,102.74,42349714
2016-09-08,107.25,107.27,105.24,105.52,100.047,52993276
2016-09-09,104.64,105.72,103.13,103.13,97.781,46540760
2016-09-12,102.65,105.72,102.53,105.44,99.971,45275708
2016-09-13,107.51,108.79,107.24,107.95,102.351,62164333
2016-09-14,108.73,113.03,108.6,111.77,105.973,112330729
2016-09-15,113.86,115.73,113.49,115.57,109.576,90589983
2016-09-16,115.12,116.13,114.04,114.92,108.96,79867671
2016-09-19,115.19,116.18,113.25,113.58,107.689,47010047
2016-09-20,113.05,114.12,112.51,113.57,107.68,34511895
2016-09-21,113.85,113.989,112.441,113.55,107.661,35994796
2016-09-22,114.35,114.94,114,114.62,108.675,31062238
2016-09-23,114.42,114.79,111.55,112.71,106.864,52411070
2016-09-26,111.64,113.39,111.55,112.88,107.025,29860497
2016-09-27,113,113.18,112.34,113.09,107.225,24605089
2016-09-28,113.69,114.64,113.43,113.95,108.04,29631284
2016-09-29,113.16,113.8,111.8,112.18,106.362,35882266
2016-09-30,112.46,113.37,111.8,113.05,107.186,36340670
2016-10-03,112.71,113.05,112.28,112.52,106.684,21634520
2016-10-04,113.06,114.31,112.63,113,107.139,29707270
2016-10-05,113.4,113.66,112.69,113.05,107.186,21446732
2016-10-06,113.7,114.34,113.13,113.89,107.983,28776523
2016-10-07,114.31,114.56,113.51,114.06,108.144,24351972
2016-10-10,115.02,116.75,114.72,116.05,110.031,36212506
2016-10-11,117.7,118.69,116.2,116.3,110.268,64026065
2016-10-12,117.35,117.98,116.75,117.34,111.254,37586787
2016-10-13,116.79,117.44,115.72,116.98,110.913,35149382
2016-10-14,117.88,118.17,117.13,117.63,111.529,35652191
2016-10-17,117.33,117.84,116.78,117.55,111.453,23624896
2016-10-18,118.18,118.21,117.45,117.47,111.377,24545996
2016-10-19,117.25,117.76,113.8,117.12,111.046,20023710
2016-10-20,116.86,117.38,116.33,117.06,110.989,24119125
2016-10-21,116.81,116.91,116.28,116.6,110.552,23187602
2016-10-24,117.1,117.74,117,117.65,111.548,23528394
2016-10-25,117.95,118.36,117.31,118.25,112.117,48051443
2016-10-26,114.31,115.7,113.31,115.59,109.595,66131101
2016-10-27,115.39,115.86,114.1,114.48,108.542,34555001
2016-10-28,113.87,115.21,113.45,113.72,107.822,37861662
2016-10-31,113.65,114.23,113.2,113.54,107.651,26414229
2016-11-01,113.46,113.77,110.53,111.49,105.707,43818204
2016-11-02,111.4,112.35,111.23,111.59,105.802,28309795
2016-11-03,110.98,111.46,109.55,109.83,104.668,26925616
2016-11-04,108.53,110.25,108.11,108.84,103.725,30828910
2016-11-07,110.08,110.51,109.46,110.41,105.221,32547819
2016-11-08,110.31,111.72,109.7,111.06,105.84,24150593
2016-11-09,109.88,111.32,108.05,110.88,105.669,59170783
2016-11-10,111.09,111.09,105.83,107.79,102.724,57127535
2016-11-11,107.12,108.87,106.55,108.43,103.334,34136314
2016-11-14,107.71,107.809,104.08,105.71,100.742,50972633
2016-11-15,106.57,107.68,106.159,107.11,102.076,32230590
2016-11-16,106.7,110.23,106.6,109.99,104.821,58724080
2016-11-17,109.81,110.35,108.83,109.95,104.783,27623150
2016-11-18,109.72,110.54,109.66,110.06,104.887,28310840
2016-11-21,110.12,111.99,110.01,111.73,106.479,29164190
2016-11-22,111.95,112.42,111.4,111.8,106.546,25931710
2016-11-23,111.36,111.51,110.33,111.23,106.002,27420550
2016-11-25,111.13,111.87,110.95,111.79,106.536,11475920
2016-11-28,111.43,112.465,111.39,111.57,106.326,27054320
2016-11-29,110.78,112.03,110.07,111.46,106.222,28507780
2016-11-30,111.6,112.2,110.27,110.52,105.326,36151450
2016-12-01,110.365,110.94,109.03,109.49,104.344,37034520
2016-12-02,109.17,110.09,108.85,109.9,104.735,26523301
2016-12-05,110,110.03,108.25,109.11,103.982,34113880
2016-12-06,109.5,110.36,109.19,109.95,104.783,26160560
2016-12-07,109.26,111.19,109.16,111.03,105.812,29976030
2016-12-08,110.86,112.43,110.6,112.12,106.851,27049830
2016-12-09,112.31,114.7,112.31,113.95,108.595,34391996
2016-12-12,113.29,115,112.49,113.3,107.975,26176690
2016-12-13,113.84,115.92,113.75,115.19,109.776,43716464
2016-12-14,115.04,116.2,114.98,115.19,109.776,33962370
2016-12-15,115.38,116.73,115.23,115.82,110.377,46286150
2016-12-16,116.47,116.5,115.645,115.97,110.52,44284660
2016-12-19,115.8,117.38,115.75,116.64,111.158,27756760
2016-12-20,116.74,117.5,116.68,116.95,111.454,21337310
2016-12-21,116.8,117.4,116.78,117.06,111.558,23724430
2016-12-22,116.35,116.51,115.64,116.29,110.825,26043820
2016-12-23,115.59,116.52,115.59,116.52,111.044,14244050
2016-12-27,116.52,117.8,116.49,117.26,111.749,18131970
2016-12-28,117.52,118.017,116.2,116.76,111.272,20686510
2016-12-29,116.45,117.109,116.4,116.73,111.244,14979680
2016-12-30,116.65,117.2,115.43,115.82,110.377,30555900
2017-01-03,115.8,116.33,114.76,116.15,110.691,28769220
2017-01-04,115.85,116.51,115.75,116.02,110.567,21081620
2017-01-05,115.92,116.864,115.81,116.61,111.129,22115100
2017-01-06,116.78,118.16,116.47,117.91,112.368,31714820
2017-01-09,117.95,119.43,117.94,118.99,113.398,33420290
2017-01-10,118.77,119.38,118.3,119.11,113.512,24432660
2017-01-11,118.74,119.93,118.6,119.75,114.122,27453130
2017-01-12,118.895,119.3,118.21,119.25,113.645,27057550
2017-01-13,119.11,119.62,118.81,119.04,113.445,26083030
2017-01-17,118.34,120.24,118.22,120,114.36,34412090
2017-01-18,120,120.5,119.71,119.99,114.351,23687350
2017-01-19,119.4,120.09,119.37,119.78,114.151,25554290
2017-01-20,120.45,120.45,119.735,120,114.36,30499681
2017-01-23,120,120.81,119.77,120.08,114.436,21982000
2017-01-24,119.55,120.1,119.5,119.97,114.332,23191150
2017-01-25,120.42,122.1,120.28,121.88,116.152,32417410
2017-01-26,121.67,122.44,121.6,121.94,116.209,26320740
2017-01-27,122.14,122.35,121.6,121.95,116.219,20495340
2017-01-30,120.93,121.63,120.66,121.63,115.914,30327110
2017-01-31,121.15,121.39,120.62,121.35,115.647,47767760
2017-02-01,127.03,130.49,127.01,128.75,122.699,111837300
2017-02-02,127.975,129.39,127.78,128.53,122.489,33671250
2017-02-03,128.31,129.19,128.16,129.08,123.013,24460160
2017-02-06,129.13,130.5,128.9,130.29,124.167,26784530
2017-02-07,130.54,132.09,130.45,131.53,125.348,38158410
2017-02-08,131.35,132.22,131.22,132.04,125.834,22941650
2017-02-09,131.65,132.445,131.12,132.42,126.744,28321440
2017-02-10,132.46,132.94,132.05,132.12,126.457,20046250
2017-02-13,133.08,133.82,132.75,133.29,127.576,22989980
2017-02-14,133.47,135.09,133.25,135.02,129.232,33054500
2017-02-15,135.52,136.27,134.62,135.51,129.701,35578640
2017-02-16,135.67,135.9,134.84,135.345,129.543,22539860
2017-02-17,135.1,135.83,135.1,135.72,129.902,22163280
2017-02-21,136.23,136.75,135.98,136.7,130.84,24487200
2017-02-22,136.43,137.12,136.11,137.11,131.233,20769030
2017-02-23,137.38,137.48,136.3,136.53,130.678,20762360
2017-02-24,135.91,136.66,135.28,136.66,130.802,21769855
2017-02-27,137.14,137.435,136.28,136.93,131.06,20222210
2017-02-28,137.08,137.435,136.7,136.99,131.118,23446340
2017-03-01,137.89,140.15,137.595,139.79,133.798,36362440
2017-03-02,140,140.279,138.76,138.96,133.003,26170690
2017-03-03,138.78,139.83,138.59,139.78,133.788,21555370
2017-03-06,139.365,139.77,138.596,139.34,133.367,21229890
2017-03-07,139.06,139.98,138.79,139.52,133.539,17439210
2017-03-08,138.95,139.8,138.82,139,133.042,18695500
2017-03-09,138.74,138.79,137.05,138.68,132.735,22117750
2017-03-10,139.25,139.357,138.64,139.14,133.176,19578920
2017-03-13,138.85,139.43,138.82,139.2,133.233,17048800
2017-03-14,139.3,139.65,138.84,138.99,133.032,15281850
2017-03-15,139.41,140.75,139.025,140.46,134.439,25676720
2017-03-16,140.72,141.02,140.26,140.69,134.659,19173780
2017-03-17,141,141,139.89,139.99,133.989,43700570
2017-03-20,140.4,141.5,140.23,141.46,135.396,21258100
2017-03-21,142.11,142.8,139.73,139.84,133.846,39461130
2017-03-22,139.845,141.6,139.76,141.42,135.358,25804820
2017-03-23,141.26,141.584,140.61,140.92,134.879,20299310
2017-03-24,141.5,141.74,140.35,140.64,134.611,22355140
2017-03-27,139.39,141.22,138.62,140.88,134.841,23531670
2017-03-28,140.91,144.04,140.62,143.8,137.636,33348400
2017-03-29,143.68,144.49,143.19,144.12,137.942,29174040
2017-03-30,144.19,144.5,143.5,143.93,137.76,21189000
2017-03-31,143.72,144.27,143.01,143.66,137.502,19576480
2017-04-03,143.71,144.12,143.05,143.7,137.54,19970040
2017-04-04,143.25,144.89,143.17,144.77,138.564,19865300
2017-04-05,144.22,145.46,143.81,144.02,137.846,27649500
2017-04-06,144.29,144.52,143.45,143.66,137.502,21131040
2017-04-07,143.73,144.18,143.27,143.34,137.196,16658660
2017-04-10,143.6,143.879,142.9,143.17,137.033,18904680
2017-04-11,142.94,143.35,140.06,141.63,135.559,30341520
2017-04-12,141.6,142.15,141.01,141.8,135.722,20320420
2017-04-13,141.91,142.38,141.05,141.05,135.004,17775510
2017-04-17,141.48,141.88,140.87,141.83,135.75,16529130
2017-04-18,141.41,142.04,141.11,141.2,135.147,14676420
2017-04-19,141.88,142,140.45,140.68,134.65,17302160
2017-04-20,141.22,142.92,141.16,142.44,136.334,23294040
2017-04-21,142.44,142.68,141.85,142.27,136.171,17290900
2017-04-24,143.5,143.95,143.18,143.64,137.483,17117710
2017-04-25,143.91,144.9,143.87,144.53,138.334,18325720
2017-04-26,144.47,144.6,143.376,143.68,137.521,19998050
2017-04-27,143.923,144.16,143.31,143.79,137.626,14198660
2017-04-28,144.09,144.3,143.27,143.65,137.492,20783460
2017-05-01,145.1,147.2,144.96,146.58,140.297,33498270
2017-05-02,147.54,148.09,146.84,147.51,141.187,44182930
2017-05-03,145.59,147.49,144.27,147.06,140.756,45579740
2017-05-04,146.52,147.14,145.81,146.53,140.249,23345970
2017-05-05,146.76,148.98,146.76,148.96,142.575,27254850
2017-05-08,149.03,153.7,149.03,153.01,146.451,48670440
2017-05-09,153.87,154.88,153.45,153.99,147.389,38907940
2017-05-10,153.63,153.94,152.11,153.26,146.69,25779060
2017-05-11,152.45,154.07,152.31,153.95,147.959,27236290
2017-05-12,154.7,156.42,154.67,156.1,150.025,32493770
2017-05-15,156.01,156.65,155.05,155.7,149.641,25912270
2017-05-16,155.94,156.06,154.72,155.47,149.42,19994270
2017-05-17,153.6,154.57,149.71,150.25,144.403,50674280
2017-05-18,151.27,153.34,151.13,152.54,146.604,33520150
2017-05-19,153.38,153.98,152.63,153.06,147.104,26892850
2017-05-22,154,154.58,152.91,153.99,147.997,22930630
2017-05-23,154.9,154.9,153.31,153.8,147.815,19906170
2017-05-24,153.84,154.17,152.67,153.34,147.373,19201820
2017-05-25,153.73,154.35,153.03,153.87,147.882,19217810
2017-05-26,154,154.24,153.31,153.61,147.632,21895020
2017-05-30,153.42,154.43,153.33,153.67,147.69,20118620
2017-05-31,153.97,154.17,152.38,152.76,146.815,24452750
2017-06-01,153.17,153.33,152.22,153.18,147.219,16383610
2017-06-02,153.58,155.45,152.89,155.45,149.401,27715140
2017-06-05,154.34,154.45,153.46,153.93,147.94,25277680
2017-06-06,153.9,155.81,153.78,154.45,148.44,26591850
2017-06-07,155.02,155.98,154.48,155.37,149.324,21017560
2017-06-08,155.25,155.54,154.4,154.99,148.958,21144040
2017-06-09,155.19,155.19,146.02,148.98,143.182,64782910
2017-06-12,145.74,146.09,142.51,145.42,139.761,72187710
2017-06-13,147.16,147.45,145.15,146.59,140.885,34089190
2017-06-14,147.5,147.5,143.84,145.16,139.511,31454590
2017-06-15,143.32,144.48,142.21,144.29,138.675,31642900
2017-06-16,143.78,144.5,142.2,142.27,136.733,50264540
2017-06-19,143.66,146.74,143.66,146.34,140.645,32203640
2017-06-20,146.87,146.87,144.94,145.01,139.367,24877950
2017-06-21,145.52,146.069,144.61,145.87,140.193,21247590
2017-06-22,145.77,146.7,145.12,145.63,139.963,19082170
2017-06-23,145.13,147.16,145.11,146.28,140.587,35421310
2017-06-26,147.17,148.28,145.38,145.82,140.145,25674500
2017-06-27,145.01,146.16,143.62,143.73,138.137,24725210
2017-06-28,144.49,146.11,143.16,145.83,140.155,22052920
2017-06-29,144.71,145.13,142.28,143.68,138.089,31450520
2017-06-30,144.45,144.96,143.78,144.02,138.415,22986960
2017-07-03,144.88,145.3,143.1,143.5,137.916,14277850
2017-07-05,143.69,144.79,142.724,144.09,138.483,21550270
2017-07-06,143.02,143.5,142.41,142.73,137.176,24110330
2017-07-07,142.9,144.75,142.9,144.18,138.569,18527000
2017-07-10,144.11,145.95,143.37,145.06,139.415,21080580
2017-07-11,144.73,145.85,144.38,145.53,139.867,18647220
2017-07-12,145.87,146.18,144.82,145.74,140.069,24833800
2017-07-13,145.5,148.49,145.44,147.77,142.019,25080500
2017-07-14,147.97,149.33,147.33,149.04,143.24,20117070
2017-07-17,148.82,150.9,148.57,149.56,143.74,23765710
2017-07-18,149.2,150.13,148.67,150.08,144.24,17837130
2017-07-19,150.48,151.42,149.95,151.02,145.143,20859830
2017-07-20,151.5,151.74,150.19,150.34,144.489,17170490
2017-07-21,149.99,150.44,148.88,150.27,144.422,25111310
2017-07-24,150.58,152.44,149.9,152.09,146.171,21466370
2017-07-25,151.8,153.84,151.8,152.74,146.796,18798250
2017-07-26,153.35,153.93,153.06,153.46,147.488,15649120
2017-07-27,153.75,153.99,147.3,150.56,144.701,32429770
2017-07-28,149.89,150.23,149.19,149.5,143.682,17192770
2017-07-31,149.9,150.33,148.13,148.73,142.942,19690420
2017-08-01,149.1,150.22,148.41,150.05,144.211,33669020
2017-08-02,159.28,159.75,156.16,157.14,151.025,69726440
2017-08-03,157.05,157.21,155.02,155.57,149.516,26604140
2017-08-04,156.07,157.4,155.69,156.39,150.304,20514810
2017-08-07,157.06,158.92,156.67,158.81,152.63,21827400
2017-08-08,158.6,161.83,158.27,160.08,153.85,36127490
2017-08-09,159.26,161.27,159.11,161.06,154.792,26060430
2017-08-10,159.9,160,154.63,155.32,149.862,39636190
2017-08-11,156.6,158.573,156.07,157.48,151.946,26208970
2017-08-14,159.32,160.21,158.75,159.85,154.233,22074760
2017-08-15,160.66,162.195,160.14,161.6,155.921,29377630
2017-08-16,161.94,162.51,160.15,160.95,155.294,27607370
2017-08-17,160.52,160.71,157.84,157.86,152.313,27377960
2017-08-18,157.86,159.5,156.72,157.5,151.965,27391950
2017-08-21,157.5,157.89,155.11,157.21,151.685,26330070
2017-08-22,158.23,160,158.02,159.78,154.165,21564890
2017-08-23,159.07,160.47,158.88,159.98,154.358,19376940
2017-08-24,160.43,160.74,158.55,159.27,153.673,19782170
2017-08-25,159.65,160.56,159.27,159.86,154.242,25184600
2017-08-28,160.14,162,159.93,161.47,155.796,25649890
2017-08-29,160.1,163.12,160,162.91,157.185,29516910
2017-08-30,163.8,163.89,162.61,163.35,157.61,27215770
2017-08-31,163.64,164.52,163.48,164,158.237,26729940
2017-09-01,164.8,164.94,163.63,164.05,158.285,16564340
2017-09-05,163.75,164.25,160.56,162.08,156.384,29491910
2017-09-06,162.71,162.99,160.52,161.91,156.22,21610300
2017-09-07,162.09,162.24,160.36,161.26,155.593,21905160
2017-09-08,160.86,161.15,158.53,158.63,153.055,28411740
2017-09-11,160.5,162.05,159.89,161.5,155.825,31506890
2017-09-12,162.61,163.96,158.77,160.86,155.207,71574560
2017-09-13,159.87,159.96,157.91,159.65,154.04,44866280
2017-09-14,158.99,159.4,158.09,158.28,152.718,23637310
2017-09-15,158.47,160.97,158,159.88,154.262,48846060
2017-09-18,160.11,160.5,157.995,158.67,153.094,28157630
2017-09-19,159.51,159.77,158.44,158.73,153.152,20565620
2017-09-20,157.9,158.26,153.83,156.07,150.585,52126240
2017-09-21,155.8,155.8,152.75,153.39,148,37350060
2017-09-22,152.02,152.27,150.56,151.89,146.552,46575410
2017-09-25,149.99,151.83,149.16,150.55,145.26,44366140
2017-09-26,151.78,153.92,151.69,153.14,147.758,35907770
2017-09-27,153.8,154.719,153.54,154.23,148.81,25402270
2017-09-28,153.89,154.28,152.7,153.28,147.893,21983410
2017-09-29,153.21,154.13,152,154.12,148.704,26204670
2017-10-02,154.26,154.45,152.72,153.81,148.405,18631540
2017-10-03,154.01,155.09,153.91,154.48,149.051,16216800
2017-10-04,153.63,153.86,152.46,153.48,148.087,20088940
2017-10-05,154.18,155.44,154.05,155.39,149.929,21215870
2017-10-06,154.97,155.49,154.56,155.3,149.843,17223790
2017-10-09,155.81,156.73,155.485,155.84,150.364,16243080
2017-10-10,156.055,158,155.1,155.9,150.421,15603520
2017-10-11,155.97,156.98,155.75,156.55,151.049,16861450
2017-10-12,156.35,157.37,155.73,156,150.518,16380570
2017-10-13,156.73,157.28,156.41,156.99,151.473,16367780
2017-10-16,157.9,160,157.65,159.88,154.262,24093300
2017-10-17,159.78,160.87,159.23,160.47,154.831,18969700
2017-10-18,160.42,160.71,159.6,159.76,154.146,16252850
2017-10-19,156.75,157.08,155.02,155.98,150.499,42357420
2017-10-20,156.61,157.75,155.96,156.25,150.759,23907540
2017-10-23,156.89,157.69,155.5,156.17,150.682,21888930
2017-10-24,156.29,157.42,156.2,157.1,151.579,17633730
2017-10-25,156.91,157.55,155.27,156.41,150.913,21175670
2017-10-26,157.23,157.829,156.78,157.41,151.878,16916650
2017-10-27,159.29,163.6,158.7,163.05,157.32,44387770
2017-10-30,163.89,168.07,163.72,166.72,160.861,44651420
2017-10-31,167.9,169.65,166.94,169.04,163.1,35779520
2017-11-01,169.87,169.94,165.61,166.89,161.025,33482970
2017-11-02,167.64,168.5,165.28,168.11,162.202,39668100
2017-11-03,174,174.26,171.12,172.5,166.438,59332210
2017-11-06,172.365,174.99,171.72,174.25,168.127,34770480
2017-11-07,173.91,175.25,173.6,174.81,168.667,24332120
2017-11-08,174.66,176.24,174.33,176.24,170.047,24358920
2017-11-09,175.11,176.095,173.14,175.88,169.699,29422610
2017-11-10,175.11,175.38,174.27,174.67,169.138,25129510
2017-11-13,173.5,174.5,173.4,173.97,168.46,16956290
2017-11-14,173.04,173.48,171.18,171.34,165.913,24683350
2017-11-15,169.97,170.32,168.38,169.08,163.725,28998220
2017-11-16,171.18,171.87,170.3,171.1,165.681,23598650
2017-11-17,171.04,171.39,169.64,170.15,164.761,21884010
2017-11-20,170.29,170.56,169.56,169.98,164.596,16041550
2017-11-21,170.78,173.7,170.78,173.14,167.656,25047130
2017-11-22,173.36,175,173.05,174.96,169.418,25558680
2017-11-24,175.1,175.5,174.646,174.97,169.428,14026670
